"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZRRPY8S5","book","1868","","Coupletten, gezongen op het negentiende Kopperfeest van de Typographische Vereeniging: ""Boekdrukkunst, de grondzuil der Verlichting"" te Arnhem: Koppermaandag, 13 januarij 1868.","","","","","http://www.worldcat.org/oclc/65948254","","1868","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","","","","","","Boekdrukkers-Vereeniging Firma H. Regenboog","Amsterdam","Dutch","","","Bibliotheek Rozet Arnhem","","","LM 38 JO","http://leesmuseum.rozet.nl/LM03870","","","","arnhem1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7S97LLDW","book","","","Feestzangen ter gelegenheid der jaarlijksche feestviering van de Typographische Vereeniging ""Door Koster's Fakker voorgelicht, is deze Vriendenkring gesticht""","","","","","http://www.worldcat.org/oclc/900968898","","","2021-01-11 16:49:57","2021-01-29 16:03:00","","","","","","","","","","","","","Rotterdam","","nl","","","Erfgoedbibliotheek Hendrik Conscience","","","","","","","","rotterdam1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U45LQDZH","book","1864","","Programma en feestzangen bij gelegenheid van het vijftiende Kopperfeest van de Typographische Vereeniging, onder de zinspreuk: Boekdrukkunst, de grondzuil der Verlichting te Arnhem: Koppermaandag, 11 januarij 1864.","","","","","http://www.worldcat.org/oclc/66285724","","1864","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","","","","","","Josué Witz","Arnhem","Dutch","","","NL-AsdUvA","","","","","","","","arnhem1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGMVQWBW","book","1870","","Feestliederen voor de 27e jaarlijksche feestviering der typographische vereeniging: ""Door eendracht t'zaam verbonden""","","","","","http://www.worldcat.org/oclc/65836001","","1870","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","","","","","","","'s-Gravenhage","Dutch","","","NL-AsdUvA","","","","","","","","denhaag1843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SRWWLEFN","book","1882","","Feestzangen bij de viering van het twintigste jaarfeest der Typographische Vereeniging Broederhulp te Nijmegen: op Koppermaandag 9 januari 1882, in de Concertzaal der Societeit De Harmonie","","","","","http://www.worldcat.org/oclc/69396465","","1882","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","Feestzangen bij de viering van het twintigste jaarfeest der Typographische Vereeniging Broederhulp te Nijmegen","","","","","P.A. Geurts","Nijmegen","Dutch","","","NL-AsdUvA","","","","","","","","nijmegen1862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XFUT42Y","book","","","Feestliederen, der Typographische Vereeniging, onder de zinspreuk: Tot nut en gezellig verkeer. Opgerigt te Haarlem, den 21. September 1851.","","","","","http://www.worldcat.org/oclc/60585084","","","2021-01-11 16:49:57","2021-01-29 16:03:06","","","","","","","","","","","","","","Haarlem","nl","","","Newberry Library Chicago","","","","","","","","haarlem1851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHZREWXJ","book","","","Feestliederen der typographische vereeniging onder de zinspreuk tot nut en gezellig verkeer. ; opgerigt te Haarlem, den 21 september 1851.","","","","","http://www.worldcat.org/oclc/1137589391","","","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","","","","","","","Haarlem","","","","Bibliotheek Zuidkennemerland","","","","","","","","haarlem1851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQ8LE67N","book","1865","","Feestzangen bij gelegenheid der elfde jaarlijksche feestviering van de typographische vereeniging: ""Laurens Jansz. Coster"". ..., 9 Januarij 1865.","","","","","http://www.worldcat.org/oclc/942874364","","1865","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","","","","","","Boekdrukkerij Sijthoff","Leiden","Dutch","","","NL-AsdIISG","","","","","","","","leiden1854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63GHLHTB","book","1851","Bartels, J.H.F","Feest-bundel: herinnering aan het plegtige feest waarop de leden van het hooggeacht bestuur der Typographische Vereeniging: Voorzorg en genoegen, met zilveren medailles zijn vereerd geworden","","","","","http://www.worldcat.org/oclc/66940292","","1851","2021-01-11 16:49:57","2021-01-29 16:02:31","","","","","","","","","","","","","","Amsterdam","nl","","","NL-AsdUvA","","","","","","","","amsterdam1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDUQANYF","book","1862","","Feestbundel ter gelegenheid der voorstelling, gegeven door het werkende gezelschap der typographische vereeniging de Nederlandsche drukpers op 13 julij 1862 in het locaal Vliedzorg.","","","","","http://www.worldcat.org/oclc/1046082354","","1862","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","","","","","","","","Dutch","","","Meertens Instituut","","","","","","","","amsterdam1857-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y3ENGVDL","book","1868","Scheepers, J.Th","Coupletten, gezongen op het negentiende kopperfeest van de typographische vereeniging: ""Boekdrukkunst"", de grondzuil der verlichting, te Arnhem, 13 Januari 1868. Later met aanteekeningen verm. door J. Th. Scheepers.","","","","","http://www.worldcat.org/oclc/943060405","","1868","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","","","","","","Boekdrukkers-vereeniging Regenboog","Amsterdam","Dutch","","","NL-AsdIISG","","Open WorldCat","","OCLC: 943060405","","","","arnhem1849","","","","","Scheepers, J.Th","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAJAF6XW","book","1901","","Feestzangen ter viering van het 50-jarig bestaan op maandag 7 januari 1901, der Typ. Vereeniging ""Nut en Genoegen"" te Utrecht.","","","","","http://www.worldcat.org/oclc/975832867","","1901","2021-01-11 16:49:57","2021-01-29 15:24:58","","","","","","","","","","","","","","Utrecht","nl","","","NL-0100030000","","","","","","","","utrecht1851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQRG6Y55","book","1896","","Feestliederen ter gelegenheid van het 39-jarig bestaan der typographische tooneel-vereeniging ""Coster"", 1857-1896: gezongen op de boottocht van Amsterdam naar Gouda, op 14 Juni 1896.","","","","","http://www.worldcat.org/oclc/68775299","","1896","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","Feestliederen ter gelegenheid van het 39-jarig bestaan der typographische tooneel-vereeniging ""Coster"", 1857-1896","","","","","","","Dutch","","","NL-AsdUvA","","","","","","","","amsterdam1857-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXR8HWSE","book","1904","","Feestbundel voor de vijftigste jaarlijksche feestviering ... 11 Januari 1904.","","","","","http://www.worldcat.org/oclc/79150224","","1904","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","","","","","","Sijthoff","Leiden","Dutch","","","Harvard","","","","https://hdl.handle.net/2027/hvd.32044080237829","","","","leiden1854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFC7TIMP","book","1865","","Feest-album der typographische vereeniging[en]: aangeboden aan J.F. Hoffman, burgemeester van Rotterdam, bij den 50 jarigen gedenkdag van den veldslag bij Waterloo.","","","","","http://www.worldcat.org/oclc/65915983","","1865","2021-01-11 16:49:57","2021-01-11 16:49:57","","","","","","","","","","","","","","Rotterdam","Dutch","","","NL-AsdUvA","","","","","","","","rotterdam1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBBG28L7","manuscript","","","Programma's uit de periode 1869 - 1912 met onder andere feestzangen bij gelegenheid van de jaarfeesten van typografische vereniging ""Broederhulp"" te Nijmegen","","","","","https://hdl.handle.net/21.12122/2127158978","","","2021-01-11 16:49:57","2021-01-29 10:03:18","","","","","","","","","","","","","","","","","file","NL-NmRAN","","","","","","","","nijmegen1862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUCVKILB","book","1858","Noordziek, J.J.F","Gedenkboek der Costers-feesten van 15, 16 en 17 Julij 1856","","","","","http://www.worldcat.org/oclc/905427817","","1858","2021-01-15 13:11:34","2021-01-29 15:52:14","","","","","","","","","","","","","Boekhandelaars-Vereeniging Lourens Janszoon Coster","Haarlem","nl","","","NL-HlmNHA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZF42LLE","book","1936","Walter, Albert","Gedenkboek uitgegeven ter gelegenheid van het honderdjarig bestaan, Typ. Vereniging ""Door eendracht t'zaam verbonden"", Afd. Breda van de Ned. Graf. Bond: 1837-1937","","","","","","","1936","2021-01-15 13:28:54","2021-01-15 15:11:02","","","","","","","","","","","","","Typografische Vereniging ""Door eendracht t'zaam verbonden","Breda","Dutch","","","","","","","OCLC: 66108315","","","","breda1837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXZKXIWX","book","1899","Aarse, A. P. J","Gedenkboek uitgegeven ter gelegenheid van het vijftigjarig bestaan der typografische vereeniging onder de zinspreuk: ""Door Coster's fakkel voorgelicht, is deze vriendenkring gesticht"": 2 Sept. 1849-2 Sept. 1899","","","","","","","1899","2021-01-15 13:28:54","2021-01-15 15:11:15","","","","","","","","","","","","","publisher not identified","Rotterdam","Dutch","","","","","","","OCLC: 83992280","","","","rotterdam1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WS2Q7G4Q","book","1899","","Verslag der feestviering bij gelegenheid van het gouden jubilé der typografische vereeniging. ""Door Eendragt t' Zaam Verbonden"", op ... 7, 8, 9 Januari 1899 ... te 's-Gravenhage.","","","","","","","1899","2021-01-15 13:28:54","2021-01-15 13:52:06","","","","","","","","","","","","","","Z.pl. en j","Dutch","","","","","Open WorldCat","","OCLC: 80495513","","","","denhaag1843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PN39AG3","book","1898","Adriaansen, A.J; Jansen, J.M","Gedenkboekje van het vijftigjarig bestaan der typographische vereeniging ""Harmonie en vriendschap'' te Middelburg","","","","","","","1898","2021-01-15 13:28:54","2021-01-15 13:52:36","","","","","","","","","","","","","Kröber","Middelburg","Dutch","","","","","Open WorldCat","","OCLC: 521424173","","","","middelburg1847","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XU3J6YFL","book","1879","","Ter gedachtenis aan het zilveren feest der Typographische Vereeniging ""Lourens Jansz. Coster"" te Leiden.","","","","","","","1879","2021-01-15 13:28:54","2021-01-15 13:52:21","","","","","","","","","","","","","De Breuk & Smits","Leiden","Dutch","","","","","Open WorldCat","","OCLC: 65832264","","","","leiden1854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9QLKZTK","book","1916","Wal, F. van der","De oudste vakbond van ons land, 1866-1916: ontstaan en vijftigjarige werkzaamheid van den Algemeenen Nederl. Typografenbond","","","","","","","1916","2021-01-15 13:28:54","2021-01-15 13:28:54","","","","","","","","De oudste vakbond van ons land","","","","","s.n.","S.l.","Dutch","","","","","Open WorldCat","","OCLC: 1164066604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8I6Q5BF","book","1856","Loosjes (erven, Haarlem)","Costersfeest. Typographische tentoonstelling van wege de boekverkoopers vereeniging Lourens Jansz. Coster.","","","","","http://www.worldcat.org/oclc/1129442174","","1856","2021-01-15 13:29:10","2021-01-29 15:54:39","","","","","","","","","","","","","gedrukt bij de erven Loosjes","Te Haarlem","nl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIV9GUU2","book","1856","Regt, J.K. de; Somerwil, J. J. (Leiden)","Laurens Jansz. Koster: een blik op de uitvinding der boekdrukkunst en op Haarlem, bij de aanstaande feesten in Julij 1856","","","","","","","1856","2021-01-15 13:29:10","2021-01-29 15:54:44","","","","","","","","","","","","","J.J. Somerwil","Leyden","nl","","","","","","","OCLC: 66110298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5HRJ669","book","1856","","Jaarboekje voor typographische vereenigingen. 1. jaargang, 1856","","","","","https://books.google.nl/books?id=YTY5AAAAMAAJ","","1856","2021-01-15 13:29:10","2021-01-29 15:08:31","","","142","","","","","","","","","","A.W. Sythoff","","nl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94Y7SNKV","book","1858","N, H. v","Ontboezeming en groete aan de banier der Typografische Vereeniging ""De Nederlandsche Drukpers"" mei 1858.","","","","","http://www.worldcat.org/oclc/928178252","","1858","2021-01-15 13:29:10","2021-01-29 15:51:59","","","","","","","","","","","","","Typografische Vereeniging ""De Nederlandsche Drukpers""","Amsterdam","nl","","","","","","","","","","","amsterdam1857-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GYDV7WNN","book","1858","","Liederen ter gelegenheid der buitengewone algemeene vergadering tot daarstelling eener banier, door de Typographische Vereeniging: De Nederlandsche Drukpers: op zondag 21 maart 1858, in den tuin De Nederlanden.","","","","","http://www.worldcat.org/oclc/66287960","","1858","2021-01-15 13:29:10","2021-01-29 15:55:33","","","","","","","","","","","","","","Amsterdam","nl","","","","","","","","","","","amsterdam1857-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IW2IVI9P","book","1858","","Liederen ter gelegenheid der der feestelijke onthulling van de banier, door de Typographische Vereeniging: De Nederlandsche Drukpers: op zondag 23 mei 1858, in den tuin De Nederlanden.","","","","","http://www.worldcat.org/oclc/67135123","","1858","2021-01-15 13:29:10","2021-01-29 15:56:34","","","","","","","","","","","","","","Amsterdam","nl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWSJMJNN","book","1860","Werthweijn, P","Hulde aan den uitvinder der boekdrukkunst: theatrale feestviering : te geven bij gelegenheid der buitengewone algemeene vergadering [van de Typographische Vereeniging De Nederlandsche Drukpers], gehouden ter herinnering aan de onthulling van het standbeeld van Lourens Jansz. Coster, op 14 julij 1860","","","","","","","1860","2021-01-15 13:29:10","2021-01-29 11:02:12","","","","","","","","Hulde aan den uitvinder der boekdrukkunst","","","","","P.D. van Es","Amsterdam","Dutch","","","","","Open WorldCat","","OCLC: 66287651","","","","amsterdam1857-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XI34G7TT","book","1863","","Liederen, verspreid bij den triomftocht, op ... 16 November 1863, ter gelegenheid der viering van het vijftigste jaar van Neêrlands onafhankelijkheid, door de beide typographische vereenigingen ""De Nederlandsche drukpers"" en ""Voorzorg en genoegen.""","","","","","","","1863","2021-01-15 13:29:10","2021-01-15 14:48:56","","","","","","","","","","","","","Smidt","Amsterdam","Dutch","","","","","Open WorldCat","","OCLC: 122359686; ook bij SAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC5D47SL","book","1865","Last, C.C.A","Triomftogt gehouden binnen Amsterdam op 19 Junij 1865 ter Gelegenheid der viering van den vijftigsten Gedenkdag der overwinning bij Waterloo. Ont-worpen en georganiseerd na bekomen magtiging van het Edel Achtbaar Bestuur der Stad Amsterdam door Bestuurderen der Typographische vereeniging De Nederlandsche Drukpers. Vervaardigd naar de officieele opgaven bijeenverzameld en onder toezigt bewerkt van den Secretaris der Hoofdcommissie M. Smidt","","","","","","","1865","2021-01-15 13:29:10","2021-01-15 13:29:10","","","","","","","","","","","","","Steendr. v. Emrik & Binger. Uitgegeven voor gemeenschappelijke rekening door F.H. Brinkman te Amsterdam","Haarlem","Dutch","","","","","Open WorldCat","","OCLC: 150293983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7WCISRS","book","1870","Lid der Typografische Vereeniging de Nederlandsche Drukpers","De Nederlandsche boekdrukkunst, vergeleken bij die van het buitenland: met het oog op de min geldelijke verdiensten van den Nederlandschen typograaf, benevens het middel om zijn maatschappelijken toestand te verbeteren","","","","","","","1870","2021-01-15 13:29:10","2021-01-15 13:29:10","","","","","","","","De Nederlandsche boekdrukkunst, vergeleken bij die van het buitenland","","","","","F.W. Vislaake","Amsterdam","Dutch","","","","","Open WorldCat","","OCLC: 66285750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5VDXHXS","book","1872","Scriverius, Petrus","Fragment uit de Chronijck van Hollandt","","","","","","","1872","2021-01-15 13:29:10","2021-01-15 13:29:10","","","","","","","","","","","","","Typografische Vereeniging De Drukpers","Amsterdam","Dutch","","","","","Open WorldCat","","OCLC: 901165682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3C3NMZ8H","book","1872","Scriverius, Petrus; Typografische Vereeniging ""De Drukpers","De onderdaenen hielden den thienden penningh voor een onverdragelycken last ...","","","","","","","1872","2021-01-15 13:29:10","2021-01-15 13:29:10","","","","","","","","","","","","","gedrukt door de Typografische Vereeniging ""De Drukpers","Amsterdam","Dutch","","","","","Open WorldCat","","OCLC: 928178268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A3XUSPAH","book","1883","Barkman, J; Reiber, J.J","Verslag der afgevaardigden naar de Amsterdamsche tentoonstelling, van en aan de Typografische vereeniging ""Het Noorden"", 1883","","","","","","","1883","2021-01-15 13:29:10","2021-01-15 14:49:18","","","","","","","","","","","","","s.n.","S.l.","Dutch","","","","","Open WorldCat","","OCLC: 64927663","","","","groningen1888","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5ZJMBED","journalArticle","","Typografische Vereeniging ""Door Coster's Fakkel voorgelicht, is deze vriendenkring gesticht""","Jaarverslag","Jaarverslag","","","","http://www.worldcat.org/oclc/970369762","","","2021-01-15 13:29:10","2021-01-29 15:57:50","","","","","","","","","","","","","","","nl","","","","","","","","","","","rotterdam1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKI9FVA5","book","1874","","Ter herinnering aan de viering van het vijf en twintigste kopperfeest der typographische vereeniging: ""Boekdrukkunst, de grondzuil der verlichting"", Arnhem op ... 12 Januari 1874 ...","","","","","http://www.worldcat.org/oclc/84082570","","1874","2021-01-15 13:29:10","2021-01-15 14:51:37","","","","","","","","Ter herinnering aan de viering van het vijf en twintigste kopperfeest der typographische vereeniging","","","","","Drukkerij Coers","Arnhem","Dutch","","","NL-AsdIISG","","","","","","","","arnhem1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVZWEGAX","book","1860","Smidt, M","Redevoering, uitgesproken in de vergadering van de afdeeling zang der werkende leden van de typographische vereeniging De Nederlandsche Drukpers, den 23 maart 1860.","","","","","https://books.google.nl/books?id=Fw5iAAAAcAAJ","","1860","2021-01-15 13:30:52","2021-01-15 15:10:30","","","","","","","","","","","","","","Amsterdam","Dutch","","","NL-AsdUvA","","","","OCLC: 65564080","","","","amsterdam1857-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GS857SX","book","1869","Typographische Vereeniging De Eendracht (Arnhem)","Reglement der Typographische Vereeniging De Eendracht te Arnhem: opgericht 13 januari 1869.","","","","","http://www.worldcat.org/oclc/66764724","","1869","2021-01-15 13:31:01","2021-01-15 15:06:32","","","","","","","","","","","","","","","Dutch","","","Bibliotheek Rozet Arnhem","","Open WorldCat","","OCLC: 66764724","","","","arnhem1869; reglementen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZ5ZN66Q","book","1875","Typographische Vereeniging De Nederlandsche Drukpers (Amsterdam)","Wet der Typographische Vereeniging De Nederlandsche Drukpers te Amsterdam: opgerigt 23 februarij 1857.","","","","","http://www.worldcat.org/oclc/69129098","","1875","2021-01-15 13:31:01","2021-01-15 15:07:36","","","","","","","","","","","","","F.W. Vislaake","Amsterdam","Dutch","","","NL-AsdUvA","","","","OCLC: 69129098","","","","amsterdam1857-1; reglementen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYIX3D24","book","1859","Typographische Vereeniging De Nederlandsche Drukpers","Statuten voor de Typographische Vereeniging De Nederlandsche Drukpers te Amsterdam: opgerigt 23 februarij 1857.","","","","","http://www.worldcat.org/oclc/65840896","","1859","2021-01-15 13:31:01","2021-01-29 15:56:31","","","","","","","","","","","","","P.D. van Es","Amsterdam","nl","","","NL-AsdUvA","","Open WorldCat","","OCLC: 65840896","","","","amsterdam1857-1; reglementen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWEX47T6","book","1860","Algemeene Nederlandsche Typographische Hoofd-Vereeniging","Statuten der Algemeene Nederlandsche Typographische Hoofd-Vereeniging: [vastgesteld 18 november 1860","","","","","http://www.worldcat.org/oclc/65839831","","1860","2021-01-15 13:31:01","2021-01-15 15:06:59","","","","","","","","","","","","","Algemeene Nederlandsche Typographische Hoofd-Vereeniging","Utrecht","Dutch","","","NL-AsdUvA","","Open WorldCat","","OCLC: 65839831","","","","ANTHV; reglementen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSZXZTN4","book","1860","","Lourens Coster: tijdschrift voor beoefenaren en voorstanders der boekdrukkunst","","","","","https://books.google.nl/books?id=ootP9SPXYY0C","","1860","2021-01-15 13:42:00","2021-01-29 11:13:25","","","56","","3","","","","","","","","Algemeene Nederlandsche Typographische Hoofdvereeniging","","nl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
